name	description	source	directory_key	path	sha256	bytes	active_index	user_config_enabled	project_config_enabled
git-push	Commits and pushes changes to GitHub remote repository using Conventional Commits format.	legacy_codex	git-push	/Users/bilibili/.codex/skills/git-push/SKILL.md	df30e90ae2d4d2079b8b57efde01b9bab888296c82bc24ab4d90e9faa42e322b	1708	True		
git-workflow	"This skill should be used when the user asks to ""create git commit"", ""manage branches"", ""follow git workflow"", ""use Conventional Commits"", ""handle merge conflicts"", or asks about git branching strategies, version control best practices, pull request workflows. Provides comprehensive Git workflow guidance for team collaboration."	legacy_codex	git-workflow	/Users/bilibili/.codex/skills/git-workflow/SKILL.md	bf38f307d02a5567e41faa7b54fde518fd59cec635f4c7676d99d8e9a8494c95	11972	False	False	
kaggle-learner	"This skill should be used when the user asks to ""learn from Kaggle"", ""study Kaggle solutions"", ""analyze Kaggle competitions"", ""learn from code"", ""extract patterns"", or mentions Kaggle competition URLs. Also covers extracting reusable patterns from coding sessions."	legacy_codex	kaggle-learner	/Users/bilibili/.codex/skills/kaggle-learner/SKILL.md	d9f8747ec30168f567880387e7a2ee0c5b044728495c59dd79bba3089cd08875	5611	True		
latex-conference-template-organizer	"Organize messy conference LaTeX template .zip files into clean Overleaf-ready structure. Use when the user asks to ""organize LaTeX template"", ""clean up .zip template"", or ""prepare Overleaf submission template""."	legacy_codex	latex-conference-template-organizer	/Users/bilibili/.codex/skills/latex-conference-template-organizer/SKILL.md	3042069e385f515be086ea8f3aff7b3ef68570a54648f62182645ef9da19e0f5	14151	True		
ml-paper-writing	Write publication-ready ML/AI papers for NeurIPS, ICML, ICLR, ACL, AAAI, COLM. Use when drafting papers from research repos, conducting literature reviews, finding related work, verifying citations, or preparing camera-ready submissions. Includes LaTeX templates, citation verification workflows, and paper discovery/evaluation criteria.	legacy_codex	ml-paper-writing	/Users/bilibili/.codex/skills/ml-paper-writing/SKILL.md	6f6ed76de1726a956688a0049f7545b894a9d81e6ce4b2c7eae72a49d0b64123	44121	True		
nature-data	Prepare, audit, or revise Nature-ready Data Availability statements, data repository plans, dataset citations, and FAIR metadata checklists for manuscripts. Use when the user asks about Nature data availability, research data sharing, repository selection, accession numbers, restricted or sensitive data, source data, supplementary datasets, DataCite-style dataset references, FAIR metadata for academic publication, or Chinese-to-English data availability wording for Chinese-speaking authors preparing Nature-family submissions.	legacy_codex	nature-data	/Users/bilibili/.codex/skills/nature-data/SKILL.md	16761a2d6aef2a28f25b4eb443c4d47d7e393d4de525b11793b72452f1d116d8	6320	True		
nature-polishing	Polish, restructure, or translate academic prose into Nature-leaning English using writing-strategy principles, curated Nature/Nature Communications article patterns, and phrase-level support from Academic Phrasebank. Use whenever the user asks to polish a manuscript paragraph, abstract, introduction, results, discussion, conclusion, title, methods section, or Chinese academic draft for publication-quality English.	legacy_codex	nature-polishing	/Users/bilibili/.codex/skills/nature-polishing/SKILL.md	946eeed13b86805fbd926e6adc25c84d825e3726f001a11175b9ad277e3a2792	13812	True		
nature-response	Draft, audit, or revise point-by-point reviewer response letters for Nature-family manuscript revisions. Use when the user provides reviewer comments, editor decision letters, revision notes, response drafts, or asks how to respond to major/minor revision requests, rebuttal letters, response to reviewers, peer-review reports, 审稿意见回复, 逐点回复, 修回信, 大修回复, 小修回复, or 如何回复 reviewer.	legacy_codex	nature-response	/Users/bilibili/.codex/skills/nature-response/SKILL.md	9521d5cd6d66b331a635dda21608fc9546d0ef10140d3cfa28f1acb11c0da159	6433	True		
nature-writing	Draft, restructure, or plan Nature-style manuscript sections from author-provided claims, results, figures, notes, or Chinese drafts. Use when the user wants to write or rebuild an abstract, introduction, results narrative, discussion, conclusion, title, or full manuscript argument rather than only polish finished prose.	legacy_codex	nature-writing	/Users/bilibili/.codex/skills/nature-writing/SKILL.md	9cf73605a225fd17d1ee191c5f8f978a198902eeb3ff467edc7de38bfdbeae4c	6961	True		
obsidian-kb-artifacts	Use this skill for Obsidian-native formatting and derived artifacts such as Markdown formatting, wikilinks, registry tables, canvas files, optional Bases, CLI operations, and link repair. This skill does not decide knowledge routing.	legacy_codex	obsidian-kb-artifacts	/Users/bilibili/.codex/skills/obsidian-kb-artifacts/SKILL.md	14f01b72484904ae2eab93e159fdfcf7a631d5deb36eeff7fe057214404bad6e	1210	True		
obsidian-literature-workflow	Use this skill for project-scoped literature review built on Sources/Papers, with synthesis landing in Knowledge, writing handoff in Writing, and the default literature canvas under Maps/literature.canvas.	legacy_codex	obsidian-literature-workflow	/Users/bilibili/.codex/skills/obsidian-literature-workflow/SKILL.md	63f63a1a1465d450e53c3cd8baa970391fefdf5617db9ba63e724553f5e83ad7	1724	True		
obsidian-project-kb-core	Use this as the main Codex Scholar skill for a vault-first, project-scoped Obsidian research knowledge base rooted at Research/{project-slug}/. It owns bootstrap, routing, daily logging, hub/plan/index maintenance, registry updates, lifecycle actions, and lint orchestration.	legacy_codex	obsidian-project-kb-core	/Users/bilibili/.codex/skills/obsidian-project-kb-core/SKILL.md	ca7d8571259c7c395a94e20e28b3a029f7c246b333a324f2dc54636ec7fc6093	2202	True		
obsidian-source-ingestion	Use this skill to ingest external materials into the current project-scoped Obsidian KB as source notes under Sources/Papers, Sources/Web, Sources/Docs, Sources/Data, Sources/Interviews, or Sources/Notes.	legacy_codex	obsidian-source-ingestion	/Users/bilibili/.codex/skills/obsidian-source-ingestion/SKILL.md	c55bedd1b18ec410b6499d3776df5074a5a12a04f8829292e5174fd13aa86a2b	1017	True		
paper-self-review	"This skill should be used when the user asks to ""review paper quality"", ""check paper completeness"", ""validate paper structure"", ""self-review before submission"", ""audit claims"", ""check overclaiming"", ""verify whether results support claims"", or mentions systematic paper quality checking. Provides comprehensive quality assurance checklist for academic papers."	legacy_codex	paper-self-review	/Users/bilibili/.codex/skills/paper-self-review/SKILL.md	e9c0040db7394e537becb5209f1b0100eb1267fbf1c540a2da07d7876cb93a41	6032	True		
planning-with-files	Use this by default for non-trivial multi-step work that needs persistent planning, progress tracking, or durable notes on disk. Trigger when a task will likely span multiple tool calls, research steps, verification loops, or enough context that the plan should not live only in transient chat memory.	legacy_codex	planning-with-files	/Users/bilibili/.codex/skills/planning-with-files/SKILL.md	6b527bee3d60e5f57c255c194aeb7b56e0bf429400a6be6191df6d70698ca9c6	4290	True		
post-acceptance	"This skill should be used when the user asks to ""prepare conference presentation"", ""create presentation slides"", ""design poster"", ""make academic poster"", ""write promotion content"", ""create Twitter thread"", or mentions post-acceptance conference preparation. Provides comprehensive workflow for presentation, poster, and promotion content creation."	legacy_codex	post-acceptance	/Users/bilibili/.codex/skills/post-acceptance/SKILL.md	1d3432e6bff94c61779df9fea3c719ed425bf6fe90e8acb0366a7f1c51e6401e	4863	True		
publication-chart-skill	This skill should be used when the user asks for a publication-quality scientific figure or table, wants help choosing the right chart for results, needs a paper-ready pubfig or pubtab workflow, wants a figure + companion table for a results section, wants an Excel sheet turned into publication-ready LaTeX, or wants an existing scientific figure/table reviewed and upgraded.	legacy_codex	publication-chart-skill	/Users/bilibili/.codex/skills/publication-chart-skill/SKILL.md	dd95ca64069b85bd7dddb99bc5ad0762bfb402106524b22eb85973fa255a5d87	13221	True		
research-ideation	"This skill should be used when the user asks to ""brainstorm research ideas"", ""use 5W1H framework"", ""identify research gaps"", ""conduct gap analysis"", ""start research project"", ""conduct literature review"", ""define research question"", ""select research method"", ""plan research"", or mentions research project initiation phase. Provides comprehensive guidance for research startup workflow from idea generation to planning."	legacy_codex	research-ideation	/Users/bilibili/.codex/skills/research-ideation/SKILL.md	8fd82b93e2bfc83dda4fffe036a219848141b41cc2d90520f0eca93ccabc4437	9743	True		
results-analysis	"This skill should be used when the user asks to ""analyze experimental results"", ""run strict statistical analysis"", ""compare model performance"", ""generate scientific figures"", ""check significance"", ""do ablation analysis"", or mentions interpreting experiment data with rigorous statistics and visualization. It focuses on strict analysis bundles, not Results-section prose."	legacy_codex	results-analysis	/Users/bilibili/.codex/skills/results-analysis/SKILL.md	2232f74d141fad4a3e23635be0109217713d34bf0cb7be8d120e6296f4b79782	9498	True		
results-report	"This skill should be used when the user asks to ""write an experiment report"", ""summarize experimental results"", ""do experiment retrospection"", ""write a results report"", ""写实验总结报告"", ""写实验复盘"", or mentions turning completed experiment artifacts into a structured, decision-oriented research report. It assumes strict analysis should come from `results-analysis` first."	legacy_codex	results-report	/Users/bilibili/.codex/skills/results-report/SKILL.md	b7dc9d1bda3f6cc4c844ae5a9354e7a8b3ad38fb704ff7e5a4301ae4a7a27e4f	6373	True		
review-response	"Systematic review response workflow from comment analysis to professional rebuttal writing. Use when the user asks to ""write rebuttal"", ""respond to reviewers"", ""draft review response"", or ""analyze review comments"". Improves paper acceptance rates."	legacy_codex	review-response	/Users/bilibili/.codex/skills/review-response/SKILL.md	b6e3f5b96e2fa50f07319889c03f791a5c57a78f54651cb8f2afc07fa20420bc	5741	True		
session-wrap-up	Generate session work log, check for AGENTS.md updates, and clean up temporary files. Replaces session-summary and stop-summary hooks.	legacy_codex	session-wrap-up	/Users/bilibili/.codex/skills/session-wrap-up/SKILL.md	34066694f606cf230472c41cebaf67bf6d86a2ebdb6fabc3155da52201b62e02	1748	True		
skill-development	This skill should be used when the user asks to create a new skill, repair an existing skill, improve trigger descriptions, reorganize skill structure, or make a Claude skill more reusable and internally consistent.	legacy_codex	skill-development	/Users/bilibili/.codex/skills/skill-development/SKILL.md	e26c63898c9e2facaf2a6487ba5f60dbe2cd1c41600ba6138e3c0ea92e5c6982	4468	True		
skill-improver	"This skill should be used when the user asks to ""apply skill improvements"", ""update skill from plan"", ""execute improvement plan"", ""fix skill issues"", ""implement skill recommendations"", or mentions applying improvements from quality review reports. Reads improvement-plan-{name}.md files generated by skill-quality-reviewer and intelligently merges and executes the suggested changes to improve Claude Skills quality."	legacy_codex	skill-improver	/Users/bilibili/.codex/skills/skill-improver/SKILL.md	39e942223ca4970a38069e5fd8110ff63074c0de6b7f07774417d3cfa6333754	7082	True		
skill-quality-reviewer	"This skill should be used when the user asks to ""analyze skill quality"", ""evaluate this skill"", ""review skill quality"", ""check my skill"", or ""generate quality report"". Evaluates local skills across description quality, content organization, writing style, and structural integrity."	legacy_codex	skill-quality-reviewer	/Users/bilibili/.codex/skills/skill-quality-reviewer/SKILL.md	e1e6ab3a7f287705d750d6ca5c5439338deb4d275d2b777d4a7edbf7342a3dcd	12006	True		
ui-ux-pro-max	This skill should be used when the user asks to design or review a UI, create a landing page or dashboard, choose colors or typography, improve accessibility, or implement polished frontend interfaces with a clear design system.	legacy_codex	ui-ux-pro-max	/Users/bilibili/.codex/skills/ui-ux-pro-max/SKILL.md	5058f3a59fa752d943ef1ddbf2677fd4b6e5427008ed3acde3096726a6a9c1a5	4316	False	False	
uv-package-manager	"Master the uv package manager for fast Python dependency management, virtual environments, and modern Python project workflows. Use when setting up Python projects, managing dependencies, configuring package managers, or optimizing Python development workflows with uv. Also triggered by ""setup package manager"" or ""configure pm""."	legacy_codex	uv-package-manager	/Users/bilibili/.codex/skills/uv-package-manager/SKILL.md	5486e84568346bdcf648ebdd1c092a5282b6bcb9ec6f9a60c53c3f6b1e593b30	16154	True		
verification-loop	"This skill should be used when the user asks to ""verify code"", ""run verification"", ""check quality"", ""validate changes"", or before creating a PR. Provides comprehensive verification including build, type check, lint, tests, security scan, and diff review."	legacy_codex	verification-loop	/Users/bilibili/.codex/skills/verification-loop/SKILL.md	08b1c7ded646a9088ae7701134460eba1c749ae8468087eb52f96304a3ca43f0	3550	True		
web-design-reviewer	"This skill enables visual inspection of websites running locally or remotely to identify and fix design issues. Triggers on requests like ""review website design"", ""check the UI"", ""fix the layout"", ""find design problems"". Detects issues with responsive design, accessibility, visual consistency, and layout breakage, then performs fixes at the source code level."	legacy_codex	web-design-reviewer	/Users/bilibili/.codex/skills/web-design-reviewer/SKILL.md	8d31fcdcfc6ddb813e529cf0b199046c4492ac59264c79aa957d2f679527b02e	10535	True		
webapp-testing	Toolkit for interacting with and testing local web applications using Playwright. Supports verifying frontend functionality, debugging UI behavior, capturing browser screenshots, and viewing browser logs.	legacy_codex	webapp-testing	/Users/bilibili/.codex/skills/webapp-testing/SKILL.md	e01a5c5567dde91929420fd6e973e96c0b9db1181a91526c88f7a0c236223126	3929	True		
writing-anti-ai	"This skill should be used when the user asks to ""remove AI writing patterns"", ""humanize this text"", ""make this sound more natural"", ""remove AI-generated traces"", ""fix robotic writing"", or needs to eliminate AI writing patterns from prose. Supports both English and Chinese text. Based on Wikipedia's ""Signs of AI writing"" guide, detects and fixes inflated symbolism, promotional language, superficial -ing analyses, vague attributions, AI vocabulary, negative parallelisms, and excessive conjunctive phrases."	legacy_codex	writing-anti-ai	/Users/bilibili/.codex/skills/writing-anti-ai/SKILL.md	f69bb1f9977d8b4f9ccc4bbf6228d59c8166d23365f7c8b0c723cc8e96120de3	9075	True		
zotero-obsidian-bridge	Use this skill when Zotero is the literature source of truth and the project KB should receive source notes under Sources/Papers plus project-linked synthesis in Knowledge and Writing.	legacy_codex	zotero-obsidian-bridge	/Users/bilibili/.codex/skills/zotero-obsidian-bridge/SKILL.md	7d89742d4db187eb8ef93032a9b39470c41fb560ce4ff661b69ea946176b477a	2056	True		
